Modulo,Domanda,Opzione,Risposta Corretta
Modulo 1 - Unità didattica 2,Una Botnet,Può utilizzare trojan specializzati che permettono il controllo remoto del sistema infettato,VERO
Modulo 1 - Unità didattica 2,Una vittima di Pretexting,"E' stata manipolata, mediante una finta e-mail dal proprio capo, ed ha fornito i numeri e le credenziali della carta di credito aziendale",VERO
Modulo 1 - Unità didattica 2,Una vittima di Pretexting,Ha inviato le proprie credenziali di accesso dopo aver ricevuto una finta e-mail (dal bancario conosciuto) con la richiesta di conferma per evitare che l'account venisse disattivato,VERO
Modulo 1 - Unità didattica 2,Una vittima di Pretexting,E' stata costretta a scaricare un software infetto dopo che è avvenuta una segnalazione che il computer era stato compromesso,FALSO
Modulo 1 - Unità didattica 2,Una vittima di Pretexting,"Ha installato uno specifico software, di cui effettivamente aveva necessità, gratuitamente anche se tutti gli altri siti lo fornivano a pagamento",FALSO
Modulo 1 - Unità didattica 2,Una vittima di Pretexting,"Ha installato una chiave USB corredata di logo aziendale, trovata casualmente, riportante la scritta “prossimi aumenti”",FALSO
Modulo 1 - Unità didattica 2,Una vittima di Pretexting,Ha ricevuto una e-mail dal sito della propria carta di credito che riproduce perfettamente la pagina di log-in del proprio account,FALSO
Modulo 1 - Unità didattica 2,Verificare quale delle seguenti affermazioni sulla Cyber Security nella Supply Chain sono vere o false:,Un attacco alla supply chain può avvenire compromettendo software di terze parti o aggiornamenti distribuiti ai clienti (es. attacchi a fornitori di software),VERO
Modulo 1 - Unità didattica 2,Verificare quale delle seguenti affermazioni sulla Cyber Security nella Supply Chain sono vere o false:,La sicurezza della supply chain riguarda solo i fornitori diretti e non quelli di secondo o terzo livello,FALSO
Modulo 1 - Unità didattica 2,Verificare quale delle seguenti affermazioni sulla Cyber Security nella Supply Chain sono vere o false:,La gestione degli accessi dei fornitori a sistemi interni è un punto critico nella protezione della supply chain.,VERO
Modulo 1 - Unità didattica 2,Verificare quale delle seguenti affermazioni sulla Cyber Security nella Supply Chain sono vere o false:,Gli standard di sicurezza come ISO 27001 non si applicano ai rapporti con i partner della catena di fornitura,FALSO
Modulo 1 - Unità didattica 2,Verificare quale delle seguenti affermazioni sulla Cyber Security nella Supply Chain sono vere o false:,"Il rischio di supply chain può derivare non solo da vulnerabilità informatiche, ma anche da processi organizzativi e da carenze nei controlli di sicurezza dei fornitori",VERO
Modulo 1 - Unità didattica 2,Verificare quale delle seguenti affermazioni sulla Cyber Security nella Supply Chain sono vere o false:,"Una volta verificata la sicurezza di un fornitore al momento della stipula del contratto, non è necessario riesaminarla in futuro.",FALSO
Modulo 1 - Unità didattica 3,A cosa serve il modello ISO/OSI?,Per far fronte ad una crescente necessità di standardizzazione nella comunicazione dei sistemi informatici,VERO
Modulo 1 - Unità didattica 3,A cosa serve il modello ISO/OSI?,"Per risolvere il problema delle reti di computer single “brand”, ovvero in grado di comunicare solo con apparati dello stesso produttore",VERO
Modulo 1 - Unità didattica 3,A cosa serve il modello ISO/OSI?,"Per realizzare una comunicazione multilivello, che permetta di adattarsi alle specifiche reti di telecomunicazione che si intende realizzare",VERO
Modulo 1 - Unità didattica 3,A cosa serve il modello ISO/OSI?,Per rendere indipendenti il mezzo fisico di trasmissione dal livello logico,VERO
Modulo 1 - Unità didattica 3,A cosa serve il modello ISO/OSI?,Per legare indissolubilmente e in maniera standardizzata il mezzo fisico al software che lo gestisce,FALSO
Modulo 1 - Unità didattica 3,A cosa serve il modello ISO/OSI?,"Per realizzare una comunicazione multilivello, che permetta di utilizzare lo stesso tipo di protocollo di comunicazione e relativo algoritmo di elaborazione, in tutti i livelli dello stack",FALSO
Modulo 1 - Unità didattica 3,Che differenze esistono tra architetture logiche di rete peer to peer e client server?,Nelle reti P2P la sicurezza è più difficile da garantire perché ogni nodo può essere un potenziale punto di attacco,VERO
Modulo 1 - Unità didattica 3,Che differenze esistono tra architetture logiche di rete peer to peer e client server?,Nelle reti Client-server le prestazioni della rete dipendono principalmente dalla capacità e dalla configurazione dei soli server e non di tutti i nodi.,VERO
Modulo 1 - Unità didattica 3,Che differenze esistono tra architetture logiche di rete peer to peer e client server?,Nelle reti P2P tutti i nodi della rete hanno lo stesso ruolo e possono agire sia come client che come server.,VERO
Modulo 1 - Unità didattica 3,Che differenze esistono tra architetture logiche di rete peer to peer e client server?,"Nelle reti P2P i nodi della rete non hanno lo stesso ruolo, possono agire unicamente come client o come server.",FALSO
Modulo 1 - Unità didattica 3,Che differenze esistono tra architetture logiche di rete peer to peer e client server?,Nelle reti P2P le risorse sono distribuite tra i nodi della rete e ogni nodo può condividere le proprie risorse con gli altri nodi.,VERO
Modulo 1 - Unità didattica 3,Che differenze esistono tra architetture logiche di rete peer to peer e client server?,Nelle reti P2P le risorse sono centralizzate sui server e i client accedono alle risorse richieste attraverso i server.,FALSO
Modulo 1 - Unità didattica 3,Cosa sono gli “Open System”?,Sono sistemi che pur avendo sistemi operativi differenti riescono ad interagire tra loro grazie a standard predefiniti,VERO
Modulo 1 - Unità didattica 3,Cosa sono gli “Open System”?,Sono sistemi che avendo gli stessi sistemi operativi ma hardware differenti riescono ad interagire tra loro grazie a standard predefiniti,FALSO
Modulo 1 - Unità didattica 3,Cosa sono gli “Open System”?,Sono sistemi aperti che hanno come elemento che gli accomuna il sistema operativo UNIX,FALSO
Modulo 1 - Unità didattica 3,Cosa sono gli “Open System”?,Sono gli elementi chiave alla base della standardizzazione effettuata da ISO per la comunicazione delle reti di calcolatori,VERO
Modulo 1 - Unità didattica 3,Cosa sono gli “Open System”?,Sono gli elementi chiave dell’operazione di standardizzazione OSI (Open System Interconnection) di ISO,VERO
Modulo 1 - Unità didattica 3,Cosa sono gli “Open System”?,Hanno permesso allo standard ISO/OSI di diventare uno standard “de facto” grazie anche all’approccio pragmatico,VERO
Modulo 1 - Unità didattica 3,Differenze tra architetture Logiche e Fisiche di rete,Un'architettura Logica di rete è una tipologia di architettura software che descrive il complesso delle funzionalità logiche della rete stessa.,VERO
Modulo 1 - Unità didattica 3,Differenze tra architetture Logiche e Fisiche di rete,L'architettura Logica di rete rappresenta come le funzionalità sono strutturate e interconnesse tra loro.,VERO
Modulo 1 - Unità didattica 3,Differenze tra architetture Logiche e Fisiche di rete,L’architettura fisica di rete è la rappresentazione della connessione dei vari nodi.,VERO
Modulo 1 - Unità didattica 3,Differenze tra architetture Logiche e Fisiche di rete,L’architettura fisica di rete è detta Topologia di Rete,VERO
Modulo 1 - Unità didattica 3,Differenze tra architetture Logiche e Fisiche di rete,Le architetture logiche possono avere un funzionamento di tipo Client-Server o Peer to Peer,VERO
Modulo 1 - Unità didattica 3,Differenze tra architetture Logiche e Fisiche di rete,Le archietture logiche possono avere un funzionamento solamente di tipo Client-Server,FALSO
Modulo 1 - Unità didattica 3,Gli obiettivi dello standard USB sono:,Comunicazione seriale standardizzata,VERO
Modulo 1 - Unità didattica 3,Gli obiettivi dello standard USB sono:,Semplificazione della configurazione dei software dei dispositivi collegati,VERO
Modulo 1 - Unità didattica 3,Gli obiettivi dello standard USB sono:,Sostituzione delle interfacce wi-fi,FALSO
Modulo 1 - Unità didattica 3,Gli obiettivi dello standard USB sono:,Standardizzazione dei connettori di interfaccia,VERO
Modulo 1 - Unità didattica 3,Gli obiettivi dello standard USB sono:,Alimentazione dei dispositivi collegati (USB Power Delivery),VERO
Modulo 1 - Unità didattica 3,Gli obiettivi dello standard USB sono:,Connettività multi-drop,FALSO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete ethernet,"Sono Unicast, Multicast e Boardcast",FALSO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete ethernet,"Sono Unicast, Multicast e Broadcast",VERO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete ethernet,Si posizionano tutti a livello 4 dello stack ISO/OSI,FALSO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete ethernet,SI posizionano dal livello 2 al livello 4 dello stack ISO/OSI,VERO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete ethernet,"Possono realizzare una comunicazione: Uno ad Uno, Uno a Tutti o Uno ad Alcuni",VERO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete ethernet,"Possono realizzare una comunicazione: Uno ad Uno, Tutti ad Uno o Alcuni ad Uno",FALSO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete Ethernet possono essere:,"Unicast (uno ad uno), tipicamente utilizzata da TCP/IP e UDP (quindi a livello ISO/OSI 4)",VERO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete Ethernet possono essere:,"Unicast (uno ad uno), tipicamente utilizzata da TCP/IP e UDP (quindi a livello ISO/OSI 3)",FALSO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete Ethernet possono essere:,"Broadcast (uno a Tutti), realizzata a livello 3 mediante il protocollo IP con l’indirizzamento MAC",FALSO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete Ethernet possono essere:,"Broadcast (uno a Tutti), realizzata a livello 2 dal Data-Link con l’indirizzamento MAC",VERO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete Ethernet possono essere:,"Multicast (uno ad alcuni), utilizzata tipicamente mediante una specifica configurazione di TCP/IP a livello 4",FALSO
Modulo 1 - Unità didattica 3,I modelli di comunicazione su rete Ethernet possono essere:,"Multicast (uno ad alcuni), utilizzata tipicamente mediante una specifica configurazione di UDP a livello 4",VERO
Modulo 1 - Unità didattica 3,I protocolli seriali multipunto,Sono protocolli seriali punto-punto che possono collegare ulteriori unità attraverso una connessione multi-drop,VERO
Modulo 1 - Unità didattica 3,I protocolli seriali multipunto,Possono utilizzare lo standard RS-422 e RS-485,VERO
Modulo 1 - Unità didattica 3,I protocolli seriali multipunto,In una configurazione con molte unità connesse solo un paio possono effettivamente comunicare,VERO
Modulo 1 - Unità didattica 3,I protocolli seriali multipunto,Possono utilizzare lo standard Bluetooth,FALSO
Modulo 1 - Unità didattica 3,I protocolli seriali multipunto,Nel caso utilizzino gli standard RS-422 che di RS-485 sono sempre contemporaneamente bidirezionali (full-duplex),FALSO
Modulo 1 - Unità didattica 3,I protocolli seriali multipunto,Nel caso utilizzino lo standard RS-422 sono contemporaneamente bidirezionali,VERO
Modulo 1 - Unità didattica 3,I vecchi Hub e gli Switch differiscono,"Lo switch è un dispositivo ""intelligente"" ovvero dotato di CPU, l'Hub no.",VERO
Modulo 1 - Unità didattica 3,I vecchi Hub e gli Switch differiscono,"Lo Hub duplica semplicemente i dati in ingresso su una delle porte su tutte le altre, lo switch può configurare logiche di trasferimento differenti.",VERO
Modulo 1 - Unità didattica 3,I vecchi Hub e gli Switch differiscono,Lo switch può controllare gli errori di trasmissione del pacchetto lo hub no,VERO
Modulo 1 - Unità didattica 3,I vecchi Hub e gli Switch differiscono,L'Hub è un dispositivo di livello ISO/OSI 2 lo switch può gestire livelli superiori,VERO
Modulo 1 - Unità didattica 3,I vecchi Hub e gli Switch differiscono,l'Hub può avere una gestione di tipo unmanaged lo switch no,FALSO
Modulo 1 - Unità didattica 3,I vecchi Hub e gli Switch differiscono,L'Hub può dividere i domini di collisione come lo Switch,FALSO
Modulo 1 - Unità didattica 3,"Il Checkpoint (punto di sinctonizzazione) del Livello ""Sessione"" di ISO/OSI",Permette ai processi coinvolti nella comunicazione di inserire dei controlli nel flusso dei dati,VERO
Modulo 1 - Unità didattica 3,"Il Checkpoint (punto di sinctonizzazione) del Livello ""Sessione"" di ISO/OSI",Permette di dividere (logicamente) il flusso in unità più piccole,VERO
Modulo 1 - Unità didattica 3,"Il Checkpoint (punto di sinctonizzazione) del Livello ""Sessione"" di ISO/OSI","Permette ad ogni checkpoint che entrambi gli host effettuino il backup dei dati, salvino la configurazione della rete e del clock, ed annotino il punto in cui è arrivata la conversazione",VERO
Modulo 1 - Unità didattica 3,"Il Checkpoint (punto di sinctonizzazione) del Livello ""Sessione"" di ISO/OSI","In caso di interruzione della sessione, permette di non inviare nuovamente tutto il flusso dati ma solo dall'ultimo checkpoint in poi.",VERO
Modulo 1 - Unità didattica 3,"Il Checkpoint (punto di sinctonizzazione) del Livello ""Sessione"" di ISO/OSI",Operano a Livello 4,FALSO
Modulo 1 - Unità didattica 3,"Il Checkpoint (punto di sinctonizzazione) del Livello ""Sessione"" di ISO/OSI",Non è gestito dal protocollo TCP/IP,FALSO
Modulo 1 - Unità didattica 3,Il connettore a 9 pin rappresentato in figura(RS422),È un connettore di rete,FALSO
Modulo 1 - Unità didattica 3,Il connettore a 9 pin rappresentato in figura(RS422),E’ un connettore seriale,VERO
Modulo 1 - Unità didattica 3,Il connettore a 9 pin rappresentato in figura(RS422),Può essere utilizzato per RS422 e RS485,VERO
Modulo 1 - Unità didattica 3,Il connettore a 9 pin rappresentato in figura(RS422),Ha una piedinatura a 10 pin,FALSO
Modulo 1 - Unità didattica 3,Il connettore a 9 pin rappresentato in figura(RS422),E’ disponibile nei formati maschio/femmina,VERO
Modulo 1 - Unità didattica 3,Il connettore a 9 pin rappresentato in figura(RS422),Con piedinatura RS422/485 il connettore ha il GND (ground) sul pin 5,VERO
Modulo 1 - Unità didattica 3,Il connettore rappresentato in figura di lato(RJ45),Di solito è un connettore utilizzato per connessioni di rete,VERO
Modulo 1 - Unità didattica 3,Il connettore rappresentato in figura di lato(RJ45),Ha la piedinatura RJ45,VERO
Modulo 1 - Unità didattica 3,Il connettore rappresentato in figura di lato(RJ45),Ha la piedinatura RJ11,FALSO
Modulo 1 - Unità didattica 3,Il connettore rappresentato in figura di lato(RJ45),Può essere utilizzato per connessioni punto sino a 100m,VERO
Modulo 1 - Unità didattica 3,Il connettore rappresentato in figura di lato(RJ45),Può essere utilizzato per connessioni punto sino a 300m,FALSO
Modulo 1 - Unità didattica 3,Il connettore rappresentato in figura di lato(RJ45),Può raggiungere velocità di 10 Gbps,VERO
Modulo 1 - Unità didattica 3,Il Dominio di Collisione o Collision Domain nella trasmissione Ethernet:,"È un insieme di nodi, ridotto rispetto al dominio dell’intera rete locale, che concorrono per accedere allo stesso mezzo trasmissivo e quindi trasmettere",VERO
Modulo 1 - Unità didattica 3,Il Dominio di Collisione o Collision Domain nella trasmissione Ethernet:,È una tecnica per ridurre la probabilità di collisioni al crescere del numero di stazioni e/o del traffico all’interno di una LAN,VERO
Modulo 1 - Unità didattica 3,Il Dominio di Collisione o Collision Domain nella trasmissione Ethernet:,Una tecnica per evitare che in una rete LAN il mezzo trasmissivo sia condiviso e conteso per la trasmissione tra tutte le stazioni,VERO
Modulo 1 - Unità didattica 3,Il Dominio di Collisione o Collision Domain nella trasmissione Ethernet:,Una tecnica per eliminare completamente le collisioni in una comunicazione all’interno di un’unica LAN,FALSO
Modulo 1 - Unità didattica 3,Il Dominio di Collisione o Collision Domain nella trasmissione Ethernet:,Una tecnica statistica per gestire le collisioni all’interno di una LAN,VERO
Modulo 1 - Unità didattica 3,Il Dominio di Collisione o Collision Domain nella trasmissione Ethernet:,La suddivisione della rete in più sottoreti in modo che la contesa del mezzo avvenga soltanto tra le stazioni appartenenti ad una singola sottorete,VERO
Modulo 1 - Unità didattica 3,Il Firewall:,Basato su zone impedisce il traffico tra due zone diverse se non esiste una policy esplicita che lo consenta,VERO
Modulo 1 - Unità didattica 3,Il Firewall:,"Valuta le regole di configurazione dall’alto verso il basso e, in assenza di una regola di match, viene applicata la policy di default.",VERO
Modulo 1 - Unità didattica 3,Il Firewall:,NGFW (Next-Generation Firewall) può integrare funzionalità come IDS/IPS,VERO
Modulo 1 - Unità didattica 3,Il Firewall:,Correttamente configurato elimina la necessità di aggiornare i sistemi operativi degli Host di rete,FALSO
Modulo 1 - Unità didattica 3,Il Firewall:,Valuta sempre tutte le regole prima di decidere se consentire o bloccare un pacchetto,FALSO
Modulo 1 - Unità didattica 3,Il Firewall:,Di livello applicativo opera esclusivamente sul livello 3 del modello OSI,FALSO
Modulo 1 - Unità didattica 3,Il Firewall:,Monitora il traffico in entrata e in uscita attraverso regole di sicurezza configurabili per autorizzare o bloccare gli eventi,VERO
Modulo 1 - Unità didattica 3,Il Firewall:,"È un dispositivo, esclusivamente implementato su speciali appliance hardware, per la sicurezza della rete ",FALSO
Modulo 1 - Unità didattica 3,Il Firewall:,"Nella configurazione “Default-Deny” abilita l’accesso solo di ciò che viene autorizzato esplicitamente, mentre il resto viene vietato",VERO
Modulo 1 - Unità didattica 3,Il Firewall:,"Nella configurazione “Default-Deny” blocca l’accesso solo di ciò che viene vietato esplicitamente, mentre il resto viene permesso",FALSO
Modulo 1 - Unità didattica 3,Il Firewall:,Se NGFW (Next Generation Firewall) è dotato di funzioni di prevenzione delle intrusioni (IPS) e di funzionalità di prevenzione delle minacce e protezione antivirus,VERO
Modulo 1 - Unità didattica 3,Il Firewall:,È un dispositivo che funziona solo a livello ISO/OSI 4 ,FALSO
Modulo 1 - Unità didattica 3,Il Gateway:,"È un dispositivo hardware che funge da raccordo tra due reti, solitamente una rete remota e quella che la ospita",VERO
Modulo 1 - Unità didattica 3,Il Gateway:,"È un convertitore di protocolli di rete, capace di unire due reti in modo che i dispositivi presenti su un dato network possano comunicare con quelli presenti in un altro",VERO
Modulo 1 - Unità didattica 3,Il Gateway:,"Può essere realizzato da: Un router, un server, un firewall, ecc.",VERO
Modulo 1 - Unità didattica 3,Il Gateway:,Di solito non converte mai protocolli di rete,FALSO
Modulo 1 - Unità didattica 3,Il Gateway:,Può realizzare la funzionalità NAT (Network Address Translation),VERO
Modulo 1 - Unità didattica 3,Il Gateway:,Differentemente dal router ha il compito di gestire un traffico simile e connettere dispositivi che condividono un’interfaccia comune,FALSO
Modulo 1 - Unità didattica 3,Il livello 1 del Modello ISO/OSI,Converte i bit in un pacchetto in un segnale fisico per il mezzo di trasmissione,VERO
Modulo 1 - Unità didattica 3,Il livello 1 del Modello ISO/OSI,Ha tra le funzioni l’adeguamento elettrico degli apparati trasmissivi,VERO
Modulo 1 - Unità didattica 3,Il livello 1 del Modello ISO/OSI,Può utilizzare protocolli Bluetooth,VERO
Modulo 1 - Unità didattica 3,Il livello 1 del Modello ISO/OSI,Può utilizzare il protocollo IP,FALSO
Modulo 1 - Unità didattica 3,Il livello 1 del Modello ISO/OSI,È l’interfaccia tra software e hardware nello stack ISO/OSI,VERO
Modulo 1 - Unità didattica 3,Il livello 1 del Modello ISO/OSI,Vincola i livelli superiori agli specifici mezzi fisici di comunicazione,FALSO
Modulo 1 - Unità didattica 3,Il livello 2 del Modello ISO/OSI,Utilizza indirizzamento MAC Address,VERO
Modulo 1 - Unità didattica 3,Il livello 2 del Modello ISO/OSI,Realizza il Data Framing (inserimento di Header e Tail al messaggio) e relativa interpretazione dei bit contenuti negli Header e Tail,VERO
Modulo 1 - Unità didattica 3,Il livello 2 del Modello ISO/OSI,Utilizza un sottolivello superiore (LLC - Logical Link Control) per la rilevazione (o correzione) degli errori,VERO
Modulo 1 - Unità didattica 3,Il livello 2 del Modello ISO/OSI,Utilizza indirizzi di tipo IP per l’indirizzamento in rete,FALSO
Modulo 1 - Unità didattica 3,Il livello 2 del Modello ISO/OSI,Può utilizzare protocolli wi-fi,VERO
Modulo 1 - Unità didattica 3,Il livello 2 del Modello ISO/OSI,Realizza la Frammentazione e il Riasseblaggio,FALSO
Modulo 1 - Unità didattica 3,Il livello 3 del Modello ISO/OSI,"Rende i livelli superiori (4,5...) indipendenti dai mezzi fisici",VERO
Modulo 1 - Unità didattica 3,Il livello 3 del Modello ISO/OSI,Utilizza l’indirizzamento IP,VERO
Modulo 1 - Unità didattica 3,Il livello 3 del Modello ISO/OSI,Ha il compito di rendere il trasferimento del messaggio affidabile,FALSO
Modulo 1 - Unità didattica 3,Il livello 3 del Modello ISO/OSI,Gestisce l’instradamento o Routing,VERO
Modulo 1 - Unità didattica 3,Il livello 3 del Modello ISO/OSI,Realizza il “framing” dei dati,FALSO
Modulo 1 - Unità didattica 3,Il livello 3 del Modello ISO/OSI,Gestisce la frammentazione e il riassemblaggio dei pacchetti di dimensione eccessiva per la rete,VERO
Modulo 1 - Unità didattica 3,Il livello 4 del Modello ISO/OSI,Si occupa del Trasporto dei dati mediante specifici protocolli,VERO
Modulo 1 - Unità didattica 3,Il livello 4 del Modello ISO/OSI,Attraverso la funzione di Multiplazione permette di stabilire diverse connessioni simultanee tra gli stessi due host,VERO
Modulo 1 - Unità didattica 3,Il livello 4 del Modello ISO/OSI,Attraverso il servizio di Sincronizzazione inserisce Checkpoint nella flusso dei dati della comunicazione,FALSO
Modulo 1 - Unità didattica 3,Il livello 4 del Modello ISO/OSI,"Attraverso il Servizio di Connessione si incarica di realizzare una connessione persistente per ogni connessione richiesta, che viene poi chiusa quando non è più necessaria",VERO
Modulo 1 - Unità didattica 3,Il livello 4 del Modello ISO/OSI,Si occupa di evitare errori di over-running se gli host coinvolti nella comunicazione hanno velocità di trasmissione differenti,VERO
Modulo 1 - Unità didattica 3,Il livello 4 del Modello ISO/OSI,Si occupa dell'indirizzamento logico dei pacchetti trasportati,FALSO
Modulo 1 - Unità didattica 3,Il livello 5 del Modello ISO/OSI,Definisce le regole per aprire e chiudere una connessione logica,VERO
Modulo 1 - Unità didattica 3,Il livello 5 del Modello ISO/OSI,Coordina il dialogo tra utenti basandosi sul servizio del livello di trasporto,VERO
Modulo 1 - Unità didattica 3,Il livello 5 del Modello ISO/OSI,Permette agli utenti di stabilire dei collegamenti logici o sessioni di lavoro che consentono il corretto trasferimento di informazioni,VERO
Modulo 1 - Unità didattica 3,Il livello 5 del Modello ISO/OSI,Utilizza il protocollo IP per la comunicazione,FALSO
Modulo 1 - Unità didattica 3,Il livello 5 del Modello ISO/OSI,"Divide (logicamente) il flusso dati in unità più piccole in modo che, in caso di interruzione della sessione, non sia necessario inviare nuovamente tutto il flusso ma solo una parte",VERO
Modulo 1 - Unità didattica 3,Il livello 5 del Modello ISO/OSI,Gestisce l’instradamento o Routing,FALSO
Modulo 1 - Unità didattica 3,Il livello 6 del Modello ISO/OSI,Trasforma i dati forniti dalle applicazioni in un formato standardizzato,VERO
Modulo 1 - Unità didattica 3,Il livello 6 del Modello ISO/OSI,Realizza Routing di livello presentazione,FALSO
Modulo 1 - Unità didattica 3,Il livello 6 del Modello ISO/OSI,"Offre servizi di comunicazione comuni, come la crittografia, la compressione, ecc.",VERO
Modulo 1 - Unità didattica 3,Il livello 6 del Modello ISO/OSI,Utilizza tecniche di multiplazione (multiplexing),FALSO
Modulo 1 - Unità didattica 3,Il livello 6 del Modello ISO/OSI,Si occupa di rendere compatibili le rappresentazioni dei dati negli scambi tra computer che utilizzano codifiche diverse,VERO
Modulo 1 - Unità didattica 3,Il livello 6 del Modello ISO/OSI,Rende la comunicazione delle applicazioni indipendente dai sistemi operativi,VERO
Modulo 1 - Unità didattica 3,Il Livello ISO/OSI 3 (Rete),Permette di rendere i livelli superiori indipendenti dai mezzi fisici,VERO
Modulo 1 - Unità didattica 3,Il Livello ISO/OSI 3 (Rete),Permette l’implementazione del Routing,VERO
Modulo 1 - Unità didattica 3,Il Livello ISO/OSI 3 (Rete),"Permette l’indirizzamento logico, univoco su tutta la rete",VERO
Modulo 1 - Unità didattica 3,Il Livello ISO/OSI 3 (Rete),"Permette l’indirizzamento fisico, univoco su tutta la rete",FALSO
Modulo 1 - Unità didattica 3,Il Livello ISO/OSI 3 (Rete),Diversamente dal livello 4 non effettua nessuna gestione degli errori e diagnostica,FALSO
Modulo 1 - Unità didattica 3,Il Livello ISO/OSI 3 (Rete),Permette la compressione dei dati,FALSO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Broadcast:,Identifica la comunicazione uno a tutti,VERO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Broadcast:,"Identifica la comunicazione ad ampio spettro, uno a ad alcuni",FALSO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Broadcast:,Può avvenire a livello 2 dello stack ISO (indirizzamento MAC),VERO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Broadcast:,Può avvenire a livello 3 dello stack ISO (Indirizzamento IP),VERO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Broadcast:,Può peggiorare la latenza nella rete,VERO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Broadcast:,Può migliorare la latenza di rete,FALSO
Modulo 1 - Unità didattica 3,Il modello di comunicazione su rete Ethernet di tipo Broadcast,Trasmette un messaggio a tutti i partecipanti di una rete e non richiede una risposta,VERO
Modulo 1 - Unità didattica 3,Il modello di comunicazione su rete Ethernet di tipo Broadcast,Trasmette un messaggio a tutti i partecipanti di una rete locale senza conoscere gli indirizzi individuali dei singoli host,VERO
Modulo 1 - Unità didattica 3,Il modello di comunicazione su rete Ethernet di tipo Broadcast,Trasmette un messaggio solamente ad alcuni partecipanti di una rete,FALSO
Modulo 1 - Unità didattica 3,Il modello di comunicazione su rete Ethernet di tipo Broadcast,Può trasmettere a Livello 2 e a Livello 3 dello stack ISO/OSI,VERO
Modulo 1 - Unità didattica 3,Il modello di comunicazione su rete Ethernet di tipo Broadcast,Può trasmettere solo a Livello 3 dello stack ISO/OSI,FALSO
Modulo 1 - Unità didattica 3,Il modello di comunicazione su rete Ethernet di tipo Broadcast,Non introduce maggiori collisioni e quindi una maggiore latenza nella trasmissione,FALSO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Unicast:,Identifica la comunicazione uno a tutti,FALSO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Unicast:,"Identifica la comunicazione ad ampio spettro, uno a ad alcuni",FALSO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Unicast:,Identifica la comunicazione uno ad uno,VERO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Unicast:,Avviene a Livello 4 dello stack ISO-OSI,VERO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Unicast:,E' utilizzato tipicamente dal protocollo TCP/IP,VERO
Modulo 1 - Unità didattica 3,Il modello di comunicazione Unicast:,Migliora l'utilizzo della banda di trasmissione,FALSO
Modulo 1 - Unità didattica 3,Il NAT (Netword Address Translation),"È una tecnica che permette di modificare, traslandoli, gli indirizzi IP dei pacchetti in transito all'interno di una comunicazione in corso tra due o più nodi della rete",VERO
Modulo 1 - Unità didattica 3,Il NAT (Netword Address Translation),È una tecnica per può essere realizzata da Router e Firewall se implementano la funzione di Gateway,VERO
Modulo 1 - Unità didattica 3,Il NAT (Netword Address Translation),"Per implementare il NAT, un dispositivo ha bisogno di effettuare il tracciamento delle connessioni, ovvero di tenere traccia di tutte le connessioni che lo attraversano",VERO
Modulo 1 - Unità didattica 3,Il NAT (Netword Address Translation),Si può realizzare sia con il protocollo TCP/IP che con UDP,VERO
Modulo 1 - Unità didattica 3,Il NAT (Netword Address Translation),Si può realizzare solo con il protocollo TCP/IP,FALSO
Modulo 1 - Unità didattica 3,Il NAT (Netword Address Translation),Storicamente si è affermato come mezzo per ovviare alla scarsità di indirizzi IP pubblici disponibili,VERO
Modulo 1 - Unità didattica 3,Il protocollo Ethernet a livello ISO/OSI 2 (Collegamento) si basa sui seguenti comportamenti o fasi:,Rilevazione della Trasmissione: Ogni stazione che deve trasmettere ascolta il bus e decide di trasmettere solo se questo è libero,VERO
Modulo 1 - Unità didattica 3,Il protocollo Ethernet a livello ISO/OSI 2 (Collegamento) si basa sui seguenti comportamenti o fasi:,Rilevazione della Trasmissione: Ogni stazione che deve trasmettere invia un messaggio di prova per testare se il bus è libero,FALSO
Modulo 1 - Unità didattica 3,Il protocollo Ethernet a livello ISO/OSI 2 (Collegamento) si basa sui seguenti comportamenti o fasi:,"Accesso Multiplo: Due stazioni, trovando il mezzo trasmissivo libero, possono decidere di trasmettere contemporaneamente",VERO
